year,region,province,city,position,candidate_name,party,votes
2013,armm,lanao-del-sur,buadiposo-buntong,MAYOR,"MANDOMA, ANSHARY",IND,31
2013,armm,lanao-del-sur,buadiposo-buntong,MAYOR,"MAMARINTA, ESMAEL",PDP,3
2013,armm,lanao-del-sur,buadiposo-buntong,VICE-MAYOR,"H. NASSEF, NOBAIRAH",LP,312
2013,armm,lanao-del-sur,buadiposo-buntong,VICE-MAYOR,"DADAYAN, LACSASA",IND,61
2013,armm,lanao-del-sur,buadiposo-buntong,VICE-MAYOR,"MACARAMPAT, NORLAINIE",IND,31
2013,armm,lanao-del-sur,buadiposo-buntong,VICE-MAYOR,"TAWANTAWAN, NASHIBA",IND,1
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","MACARAMPAT, ALISANNY",IND,335
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","MACAOMBAO, BABY",IND,322
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","GUINAR, BRYAN",LP,272
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","PUNDATO, OMBRA",LP,263
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","ABANGAD, AMENODIN",LP,255
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","PEDO, AMRODIN",IND,242
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","AMIN, NORAIDA",LP,213
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","MACATANTO, NADJER",IND,209
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","MANDOMA, INSHERAH",IND,152
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","PANANTAON, EDY",LP,151
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","AROBINTO, MOHAMMAD NUR",IND,145
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","BAUTE, MOAMAR",IND,145
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","LAO, ABDULLAH",IND,139
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","PAPANDAYAN, ABDULMANAN",IND,93
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","DIAMPUAN, RAISAH-LINA",LP,83
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","SARIP, JAMALODIN",LP,81
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","PANGADAPUN, DIMANGANDAM",PDP,75
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","ABUBACAR, MOHAMMAD NASSEF",IND,66
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","ABAO, MACAANGCOS",PDP,40
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","BATUA-AN, ISNAIRA",PDP,15
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","NAGA, AGA",LP,11
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","SOLAIMAN, ALI-ASGAR",PDP,10
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","ADAMA, NORKI",IND,10
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","DOMATO, FAIZ",IND,7
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","RIGA, BOLAWAN",PDP,3
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","PANDA, RANIA",NP,3
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","MAMACOL, DIMASIRA",IND,3
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","MACARI, NASRODING",PDP,2
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","MARIANO, NORSIDAH",PDP,2
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","NAGA, FAISAL",IND,1
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","ABDULSERAD, NAFSIA",IND,1
2013,armm,lanao-del-sur,buadiposo-buntong,"MEMBER, SANGGUNIANG BAYAN","MINODAR, AHMAD",PDP,0
2013,armm,lanao-del-sur,kapatagan,MAYOR,"MAGLANGIT, NHAZRUDDIN",LP,6703
2013,armm,lanao-del-sur,kapatagan,MAYOR,"BENITO, MOHAMMAD",PDP,111
2013,armm,lanao-del-sur,kapatagan,VICE-MAYOR,"BANSIL, PAISAL",LP,6439
2013,armm,lanao-del-sur,kapatagan,VICE-MAYOR,"LAOLAO, ABOL",PDP,530
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","BANSIL, RADZAK",IND,5966
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","LACOTO, HUMAID",IND,5852
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","PALAWAN, NASEF",IND,5782
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","BANSIL, AMRON",IND,5705
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","MACABALANG, YASSER",IND,5689
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN",BANSIL NORAIN,IND,5556
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","KUDARAT, BEDIS",IND,5472
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","BEDA, BASHER",IND,5442
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","ACCAS, CAIRIA",IND,1458
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","LANGILAO, TAHA",IND,1110
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","AKIM, ALI",IND,1045
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","NOR, SAIDA",IND,609
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","LAOLAO, MUSLIMEN",IND,512
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","GOMONSANG, ZACARIA",IND,361
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","ABDULLAH, ESMAIL",IND,328
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","INTERINO, KENNEDY",IND,138
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","DIMARAO, ALINADER",IND,135
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","ACOLA, OTTO",IND,123
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","BARAGUIR, SALAMONA",IND,97
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","POROWA, ABDULFATAH",IND,65
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","BENITO, CASAN",IND,60
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","BAGNAS, MERO",IND,60
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","DIPATUAN, PAHAD",IND,49
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","ADAM, CAMIA",IND,29
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","OGKA, SABAR",IND,24
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","ESMAYATIN, JUHAINA",IND,13
2013,armm,lanao-del-sur,kapatagan,"MEMBER, SANGGUNIANG BAYAN","H. SALIK, SARAH",IND,12
2013,armm,lanao-del-sur,maguing,MAYOR,"MOLOK, MAMAULAN",LP,557
2013,armm,lanao-del-sur,maguing,MAYOR,"MACALAWAN, COSANI",PDP,56
2013,armm,lanao-del-sur,maguing,MAYOR,"HADJI MALIC, MOHAMMAD FAIZ",IND,0
2013,armm,lanao-del-sur,maguing,MAYOR,"ABINAL, SOBAIDA",NPC,0
2013,armm,lanao-del-sur,maguing,MAYOR,"AMPUAN, MAGRARA",IND,0
2013,armm,lanao-del-sur,maguing,MAYOR,"DIMASANGCA, SAM",IND,0
2013,armm,lanao-del-sur,maguing,MAYOR,"BORA, NASIF",IND,0
2013,armm,lanao-del-sur,maguing,MAYOR,"HADJI RAKIM, HADJI MOHAYSEN",IND,0
2013,armm,lanao-del-sur,maguing,MAYOR,"LADAYO, RASMIA",AKBAYAN,0
2013,armm,lanao-del-sur,maguing,VICE-MAYOR,"PANGANDAG, ARCO",IND,398
2013,armm,lanao-del-sur,maguing,VICE-MAYOR,"ABINAL, NAJER",IND,155
2013,armm,lanao-del-sur,maguing,VICE-MAYOR,"TAHER, PANTAR",NPC,2
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MATANOG, ALANIAH",LP,384
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","ABDULSALAM, ABBAS",IND,332
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","UNTE, H.MALIK",IND,318
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MACALANGGAN, NAIRAH",IND,287
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MOLOK, SAIDAMEN",IND,265
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MACAUSOR, DONDON",NPC,248
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","PANTAO CALI, IHSAN",IND,221
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MAGRARA, GASCON",IND,175
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MANGOTARA, AMIN",IND,173
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","COMARADANG, JABBER",IND,153
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","DIMNATANG, ANWAR",NPC,152
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","BAGUL, DATUMAMA",IND,148
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MANGOTARA, BASARODING",IND,137
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","ABINAL, PEPE",IND,128
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","PANGANDAG, GAMBAI",PMP,122
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","HADJI MUSA, ABDULWAKIL",IND,115
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MATANOG, SAIMBO",NPC,98
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MAGARANG, LILANG",IND,56
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","ABINAL, ALYASSER",IND,52
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","BAYANTOL, MUSA",IND,48
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","SARIP, SANDATO",IND,34
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","HADJISALAM, NASIF",IND,20
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","GAMAMA, ABDUL GHAFFUR JR.",IND,6
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","ANDRADA, NOWAIM",IND,5
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","ABDULRASAD, IMRAN",IND,5
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","DIRAMPATEN, MOHAMMAD",IND,4
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","ABINAL, BURAKI",IND,4
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","SAMBITORY, KHALIDONWALID",IND,3
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","AMPUAN, MAMAENTE",IND,3
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","ABDULLAH, NAHARA",IND,2
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","GANDAMRA, DIAMLA",IND,1
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","ABDUL, DATUMANONG",NPC,1
2013,armm,lanao-del-sur,maguing,"MEMBER, SANGGUNIANG BAYAN","MOLOK, MONADATO",IND,1
2013,armm,lanao-del-sur,malabang,MAYOR,"BALINDONG, OMEN",LP,8006
2013,armm,lanao-del-sur,malabang,MAYOR,"LIDASAN, BULAWAN",PDP,561
2013,armm,lanao-del-sur,malabang,VICE-MAYOR,"BALINDONG, BERUA ANWAR",LP,8089
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","BALINDONG, RASTY",LP,6826
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","BALINDONG, ALEXANDER",LP,6331
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","MAROHOM, NASSIF",LP,5693
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","BALINDONG, PARAMELA",LP,5653
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","PADATE, NEDAYA",LP,5609
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","TINGARAAN, QAIS",LP,5557
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","BUGABONG, WAFFY",IND,5079
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","MALAWANI, COCOY",LP,4685
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","BALINDONG, JUNAIRAH",LP,4476
2013,armm,lanao-del-sur,malabang,"MEMBER, SANGGUNIANG BAYAN","ASIRA, ABDULRAFFY",IND,1773
2013,armm,lanao-del-sur,marantao,MAYOR,"MACASINDEL, BUSRAN",PDP,835
2013,armm,lanao-del-sur,marantao,MAYOR,"ABINAL, RACMA",LP,497
2013,armm,lanao-del-sur,marantao,MAYOR,"BARAOCOR, BAGUMBARAN",IND,94
2013,armm,lanao-del-sur,marantao,MAYOR,"GURO, HUSSIEN",IND,23
2013,armm,lanao-del-sur,marantao,MAYOR,"ABDULLAH, NORAYAH",IND,3
2013,armm,lanao-del-sur,marantao,MAYOR,"ONTI, SARAH",IND,0
2013,armm,lanao-del-sur,marantao,VICE-MAYOR,"PALAO, AZIS",IND,982
2013,armm,lanao-del-sur,marantao,VICE-MAYOR,"DOMAUB, BOBONG",LP,308
2013,armm,lanao-del-sur,marantao,VICE-MAYOR,"CORNELL, BEN",IND,74
2013,armm,lanao-del-sur,marantao,VICE-MAYOR,"MACASINDIL, ABDULJABBAR",IND,8
2013,armm,lanao-del-sur,marantao,VICE-MAYOR,"ADIONG, SAMSON",IND,7
2013,armm,lanao-del-sur,marantao,VICE-MAYOR,"DOBLE, ABDULJABBAR",IND,5
2013,armm,lanao-del-sur,marantao,VICE-MAYOR,"ABARO, NAIM",IND,2
2013,armm,lanao-del-sur,marantao,VICE-MAYOR,"CABUGATAN, MIKE",IND,2
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","NAGA, JABBER",NPC,798
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","DIMAPORO, ALI",IND,752
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","UMPAR, ESMAYATIN JR.",LP,743
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","ALUMPONG, SAIDAMEN",IND,655
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","RASCAL, TALIB",IND,537
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","LIMBONA, LINDY",PDP,484
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","MASBUD, MESIR",LP,478
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","LAO, ADULRAHIM",IND,451
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","DOMADALUG, MACAKILING",IND,377
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","JALIL, RAKIM",IND,297
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","DIMNANG, JUHAIRA",IND,256
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","HADJIAZIS, ROMBRA-AN",IND,240
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","GUTOC, ABDULBASIT",IND,237
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","MAGADAPA, ALEXANDER",LP,233
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","DISOMIMBA, MINOTI",PDP,231
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","SOLAIMAN, RADJA",IND,229
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","TAHA, NORHAINIE",LP,227
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","GURO, PAISAL",IND,202
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","MANABILANG, ALLANDONIE",IND,199
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","KUDARAT, SAIFODEN",LP,194
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","TANGGOTE, JALEEL",NPC,180
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","CORNELL, MASIDING JR.",IND,175
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","MACAOMBAO, SULTAN RASUL",LP,150
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","TRUMAN, ALSKIE",IND,148
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","MANGONDATO, MUBARAK",KKK,128
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","MACARAMBON, MASLAMA",IND,105
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","KUDARAT, ALINOR",IND,97
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","PANDAPATAN, YUSOPH",IND,93
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","TUANO, PANDAO",LP,91
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","DIMAPINTO, SAIDAMEN",NPC,83
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","GURO, RASUL",IND,74
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","MAMONDIONG, JAMAEL",LP,71
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","IBRA, CAIRODING",IND,67
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","BANDRANG, IHSAN",NPC,66
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","BAUTE, HASSAN",IND,59
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","ABDULGAPOR, ALIMAR",IND,36
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","MANDING, WOWIE",IND,32
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","BUAT, H.ABUBAKAR JAMAIL",IND,30
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","SABER, MACAPADO",IND,26
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","ALANG, CAIRODEN",IND,25
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","ALOYODAN, BANTOG",NPC,24
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","ABDULJALIL, LALAL",IND,22
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","GURO, NADER",IND,16
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","GURO, ABUL",IND,13
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","GURO, SULTANHAMZA",IND,10
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","SALIC, AWIE",IND,10
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","SANGCA, ALANDONI",PDP,8
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","DIMAKUTA, ARSAH",IND,8
2013,armm,lanao-del-sur,marantao,"MEMBER, SANGGUNIANG BAYAN","COMACASAR, FAHRODIN",IND,6
2013,armm,lanao-del-sur,marawi-city,MAYOR,"SALIC, FAHAD PANARIGAN",PDP,1264
2013,armm,lanao-del-sur,marawi-city,MAYOR,"MARUHOM, ACMAD",LP,1254
2013,armm,lanao-del-sur,marawi-city,MAYOR,"CALANDADA, NORYASMIN",IND,723
2013,armm,lanao-del-sur,marawi-city,MAYOR,"SANI, DUMA",IND,85
2013,armm,lanao-del-sur,marawi-city,VICE-MAYOR,"BASMAN, ARIP",IND,1388
2013,armm,lanao-del-sur,marawi-city,VICE-MAYOR,"SALIC, ARAFAT",IND,1106
2013,armm,lanao-del-sur,marawi-city,VICE-MAYOR,"DOMATO, SULTANJAWAR",IND,743
2013,armm,lanao-del-sur,marawi-city,VICE-MAYOR,"SANGCOPAN-MAGANDIA, BAIBON",IND,50
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LUCMAN, JUNJUN",IND,1439
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","DIMAL, AMIENQUAILED",PDP,1393
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LIMUG, EDRIS",IND,1320
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","DALIDIG, BORGIVA",IND,1297
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LALA, SIHAWI",IND,1282
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MARABUR, KHANA ANUAR JR.",PDP,1238
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LANGCO, FAROUK",PDP,1236
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BATABOR, MOHAMMAD",LP,1086
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MACATANONG, TOTSIE",IND,1052
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","PAGARIONGAN, SAGA",IND,1028
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ALONTO, ABDANI",IND,941
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","DIMAAMPAO, MAGDARA",IND,916
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LAZIM, RAYRAY",IND,908
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","AMBOLOTO, ALI",IND,897
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","NAGA, ABDUL HAFIZ",IND,860
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","PUNDUG, KHANDAKAR",LP,859
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BACARAT, AMERODIN",IND,852
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BACARAT, FAROUK",LP,851
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","AMBOL, NUR-AMAN",IND,847
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","OMAR, HADJI AMER",LP,783
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","DIACAT, ASRALPH",IND,737
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SALIC, KHALIL",IND,732
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LABAY, WATOAULO",IND,720
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ROMOROS, ABDULRAUF",IND,708
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ALA-BLANGAN, JAMAL",IND,636
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","PAPORO, JAMEL",IND,636
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BATARA, RODJAIL",IND,559
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ABDULLAH, CAMAR",IND,349
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","SULTAN, SALIC",LP,283
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MACADAAG, ABDULHARIS",IND,200
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LOMONDOT, DRIEZA",IND,174
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ANDANG, ABDULRAKIM",IND,145
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BASHER, ABDULMALIK",IND,130
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","CALANDADA, JALAINIE",IND,116
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ROMAPUNUT, POLIS",IND,116
2013,armm,lanao-del-sur,marawi-city,"MEMBER, SANGGUNIANG PANLUNGSOD","DIMARO, HASSAN",IND,85
