region,province,city,district,position,candidate_name,party,votes
REGION I,ILOCOS SUR,SAN ESTEBAN,LONE,COUNCILOR,"ELAYDO, BEVERLY",BILEG,4322
REGION I,ILOCOS SUR,SAN ESTEBAN,LONE,COUNCILOR,"TABILA, SHERWIN",BILEG,3678
REGION I,ILOCOS SUR,SAN ESTEBAN,LONE,COUNCILOR,"EUROPA, THEA",IND,3541
REGION I,ILOCOS SUR,SAN ESTEBAN,LONE,COUNCILOR,"ONG, MARVIN",BILEG,3360
REGION I,ILOCOS SUR,SAN ESTEBAN,LONE,COUNCILOR,"ARREOLA, VENICE",BILEG,3218
REGION I,ILOCOS SUR,SAN ESTEBAN,LONE,COUNCILOR,"ELECCION, HELEN",BILEG,3161
REGION I,ILOCOS SUR,SAN ESTEBAN,LONE,COUNCILOR,"SANTOS, ARIEL",BILEG,3128
REGION I,ILOCOS SUR,SAN ESTEBAN,LONE,COUNCILOR,"CABALO, SHIELO",BILEG,2994
REGION I,ILOCOS SUR,SAN ILDEFONSO,LONE,COUNCILOR,"PURISIMA, NONA",BILEG,4770
REGION I,ILOCOS SUR,SAN ILDEFONSO,LONE,COUNCILOR,"RIEGO, ELMERSON JAY-R",BILEG,3995
REGION I,ILOCOS SUR,SAN ILDEFONSO,LONE,COUNCILOR,"RETRETA, NELSON",BILEG,3763
REGION I,ILOCOS SUR,SAN ILDEFONSO,LONE,COUNCILOR,"RICOD, CESAR",BILEG,3568
REGION I,ILOCOS SUR,SAN ILDEFONSO,LONE,COUNCILOR,"POLA, EFREN",BILEG,3556
REGION I,ILOCOS SUR,SAN ILDEFONSO,LONE,COUNCILOR,"REVIBES, CESAR",BILEG,3494
REGION I,ILOCOS SUR,SAN ILDEFONSO,LONE,COUNCILOR,"PALOMARES, RICHARD",BILEG,3479
REGION I,ILOCOS SUR,SAN ILDEFONSO,LONE,COUNCILOR,"RIEGO, ROBERT",BILEG,3362
REGION I,ILOCOS SUR,SAN JUAN,LONE,COUNCILOR,"SARMIENTO, BENJAMIN JR",BILEG,10651
REGION I,ILOCOS SUR,SAN JUAN,LONE,COUNCILOR,"VALLE, GILBEES JHON",BILEG,10365
REGION I,ILOCOS SUR,SAN JUAN,LONE,COUNCILOR,"SINGZON, EDWIN",BILEG,10290
REGION I,ILOCOS SUR,SAN JUAN,LONE,COUNCILOR,"RAMOS, FLORANTE",BILEG,8566
REGION I,ILOCOS SUR,SAN JUAN,LONE,COUNCILOR,"OCHOSA, RAFAEL VINCENT",BILEG,8447
REGION I,ILOCOS SUR,SAN JUAN,LONE,COUNCILOR,"SUMAGIT, MICHAEL",BILEG,8068
REGION I,ILOCOS SUR,SAN JUAN,LONE,COUNCILOR,"VILLALUZ, ROLAND",BILEG,7856
REGION I,ILOCOS SUR,SAN JUAN,LONE,COUNCILOR,"VALLE, NET",BILEG,6676
REGION I,ILOCOS SUR,SAN VICENTE,LONE,COUNCILOR,"ROJO, JENNIFER",BILEG,4826
REGION I,ILOCOS SUR,SAN VICENTE,LONE,COUNCILOR,"DAQUEP, MELECIO",BILEG,4735
REGION I,ILOCOS SUR,SAN VICENTE,LONE,COUNCILOR,"CAJIGAL, ERNESTO",BILEG,4621
REGION I,ILOCOS SUR,SAN VICENTE,LONE,COUNCILOR,"VALENCIA, PAULA CYNTHIA",BILEG,4485
REGION I,ILOCOS SUR,SAN VICENTE,LONE,COUNCILOR,"ROLA, ALBERT",BILEG,4074
REGION I,ILOCOS SUR,SAN VICENTE,LONE,COUNCILOR,"ROJAS, BRETT",BILEG,4067
REGION I,ILOCOS SUR,SAN VICENTE,LONE,COUNCILOR,"RIMALOS, CRISTOBAL",BILEG,3997
REGION I,ILOCOS SUR,SAN VICENTE,LONE,COUNCILOR,"RIDULME, WARLITO",BILEG,3486
REGION I,ILOCOS SUR,SANTA,LONE,COUNCILOR,"BORJE, EUGENE",BILEG,5813
REGION I,ILOCOS SUR,SANTA,LONE,COUNCILOR,"FORMOSO, CLAY BENEDICT",BILEG,5732
REGION I,ILOCOS SUR,SANTA,LONE,COUNCILOR,"BURGONIO, BENNY",BILEG,4671
REGION I,ILOCOS SUR,SANTA,LONE,COUNCILOR,"BELLO, BELLA",IND,4656
REGION I,ILOCOS SUR,SANTA,LONE,COUNCILOR,"CORPUZ, PETER",BILEG,4415
REGION I,ILOCOS SUR,SANTA,LONE,COUNCILOR,"BEADO, DAVID",BILEG,4412
REGION I,ILOCOS SUR,SANTA,LONE,COUNCILOR,"DELA CUEVA, BABY",BILEG,4325
REGION I,ILOCOS SUR,SANTA,LONE,COUNCILOR,"BILLONES, PURING",BILEG,3739
REGION I,ILOCOS SUR,SANTA CATALINA,LONE,COUNCILOR,"RABARA, EDMUND",IND,5069
REGION I,ILOCOS SUR,SANTA CATALINA,LONE,COUNCILOR,"OANDASAN, REBING",AKSYON,4800
REGION I,ILOCOS SUR,SANTA CATALINA,LONE,COUNCILOR,"SALVA, BERGER",BILEG,4749
REGION I,ILOCOS SUR,SANTA CATALINA,LONE,COUNCILOR,"RIOPTA, ROCELITO",IND,4311
REGION I,ILOCOS SUR,SANTA CATALINA,LONE,COUNCILOR,"ASUNCION, BENEDICT",BILEG,4262
REGION I,ILOCOS SUR,SANTA CATALINA,LONE,COUNCILOR,"NAVARRO, CHRIS CONRAD",PFP,4128
REGION I,ILOCOS SUR,SANTA CATALINA,LONE,COUNCILOR,"GOROSPE, JLO",AKSYON,3925
REGION I,ILOCOS SUR,SANTA CATALINA,LONE,COUNCILOR,"RABINO, EUGENE",AKSYON,3802
REGION I,ILOCOS SUR,SANTA CRUZ,LONE,COUNCILOR,"GINES, JD",BILEG,12983
REGION I,ILOCOS SUR,SANTA CRUZ,LONE,COUNCILOR,"JAVILLONAR, CESAR",BILEG,12032
REGION I,ILOCOS SUR,SANTA CRUZ,LONE,COUNCILOR,"ROMANO, OSCAR",BILEG,11810
REGION I,ILOCOS SUR,SANTA CRUZ,LONE,COUNCILOR,"FIGURACION, BOY",BILEG,11552
REGION I,ILOCOS SUR,SANTA CRUZ,LONE,COUNCILOR,"GUIEB, JUN",BILEG,10916
REGION I,ILOCOS SUR,SANTA CRUZ,LONE,COUNCILOR,"QUILOP, RENATO",BILEG,10349
REGION I,ILOCOS SUR,SANTA CRUZ,LONE,COUNCILOR,"SUMBAD, CARLOS",BILEG,9442
REGION I,ILOCOS SUR,SANTA CRUZ,LONE,COUNCILOR,"RAGUCOS, MALOU",BILEG,8943
REGION I,ILOCOS SUR,SANTA LUCIA,LONE,COUNCILOR,"VALDEZ, KENNETTE",BILEG,10593
REGION I,ILOCOS SUR,SANTA LUCIA,LONE,COUNCILOR,"HADUCA-HERNAEZ, GINA",BILEG,10134
REGION I,ILOCOS SUR,SANTA LUCIA,LONE,COUNCILOR,"ACOSTA, ROSENDO JR.",BILEG,8213
REGION I,ILOCOS SUR,SANTA LUCIA,LONE,COUNCILOR,"DOMISIW, FRED",BILEG,8210
REGION I,ILOCOS SUR,SANTA LUCIA,LONE,COUNCILOR,"GARCIA, NARCISO",BILEG,8207
REGION I,ILOCOS SUR,SANTA LUCIA,LONE,COUNCILOR,"AVILA, SOTIK",BILEG,7088
REGION I,ILOCOS SUR,SANTA LUCIA,LONE,COUNCILOR,"GALLETA, MARY LUZ",AKSYON,6381
REGION I,ILOCOS SUR,SANTA LUCIA,LONE,COUNCILOR,"ANGALA, TEODORO",BILEG,6282
REGION I,ILOCOS SUR,SANTA MARIA,LONE,COUNCILOR,"DASARGO, JOEL",BILEG,9144
REGION I,ILOCOS SUR,SANTA MARIA,LONE,COUNCILOR,"BARROGA-DOSONO, ATTY.J",AKSYON,9137
REGION I,ILOCOS SUR,SANTA MARIA,LONE,COUNCILOR,"GUILLERMO, DAREEN",BILEG,8978
REGION I,ILOCOS SUR,SANTA MARIA,LONE,COUNCILOR,"REYES, JOHN JOHN",BILEG,8395
REGION I,ILOCOS SUR,SANTA MARIA,LONE,COUNCILOR,"ANCHETA, JOMARI",BILEG,8312
REGION I,ILOCOS SUR,SANTA MARIA,LONE,COUNCILOR,"BAÑEZ, ALFREDO JR",AKSYON,7299
REGION I,ILOCOS SUR,SANTA MARIA,LONE,COUNCILOR,"SERDENIA, ARLON",BILEG,6808
REGION I,ILOCOS SUR,SANTA MARIA,LONE,COUNCILOR,"ESPIRITU, ROMEO",BILEG,6565
REGION I,ILOCOS SUR,SANTIAGO,LONE,COUNCILOR,"MIRANDA, ADRIENLAWRENCE",BILEG,7121
REGION I,ILOCOS SUR,SANTIAGO,LONE,COUNCILOR,"SIPIN, SOCORRO III",BILEG,6573
REGION I,ILOCOS SUR,SANTIAGO,LONE,COUNCILOR,"PALACIO, ERNESTO",BILEG,5609
REGION I,ILOCOS SUR,SANTIAGO,LONE,COUNCILOR,"GACOSCOS, WARLITO",BILEG,5519
REGION I,ILOCOS SUR,SANTIAGO,LONE,COUNCILOR,"AGLIBUT, CONSTANTINO",BILEG,5506
REGION I,ILOCOS SUR,SANTIAGO,LONE,COUNCILOR,"MIRANDA, JOSELITO JR.",IND,4888
REGION I,ILOCOS SUR,SANTIAGO,LONE,COUNCILOR,"CARRANZA, EDDIE",BILEG,4790
REGION I,ILOCOS SUR,SANTIAGO,LONE,COUNCILOR,"CRUZADO, HELEN",BILEG,4649
REGION I,ILOCOS SUR,SANTO DOMINGO,LONE,COUNCILOR,"MANUEL, LUCIO",AKSYON,10525
REGION I,ILOCOS SUR,SANTO DOMINGO,LONE,COUNCILOR,"ALVARADO, MARK DENVER",AKSYON,8536
REGION I,ILOCOS SUR,SANTO DOMINGO,LONE,COUNCILOR,"INGAN, GODOFREDO",BILEG,7998
REGION I,ILOCOS SUR,SANTO DOMINGO,LONE,COUNCILOR,"DE VERA, BENEDICT",AKSYON,7986
REGION I,ILOCOS SUR,SANTO DOMINGO,LONE,COUNCILOR,"DE VERA-MARTINEZ, JANE",BILEG,7251
REGION I,ILOCOS SUR,SANTO DOMINGO,LONE,COUNCILOR,"FIGUERAS, MICHAEL",BILEG,7224
REGION I,ILOCOS SUR,SANTO DOMINGO,LONE,COUNCILOR,"VELASCO, GIOVANNI",AKSYON,6883
REGION I,ILOCOS SUR,SANTO DOMINGO,LONE,COUNCILOR,"ROSARIO, RIZALDY",BILEG,6842
REGION I,ILOCOS SUR,SIGAY,LONE,COUNCILOR,"DE LUNA, RICO",IND,1227
REGION I,ILOCOS SUR,SIGAY,LONE,COUNCILOR,"GAERLAN, ARIES",BILEG,1013
REGION I,ILOCOS SUR,SIGAY,LONE,COUNCILOR,"TAYOCNOG, LLOYD",IND,984
REGION I,ILOCOS SUR,SIGAY,LONE,COUNCILOR,"WANDAS, TIROG",IND,900
REGION I,ILOCOS SUR,SIGAY,LONE,COUNCILOR,"PAGO, KEITH",BILEG,854
REGION I,ILOCOS SUR,SIGAY,LONE,COUNCILOR,"AMBISO, ANDY",IND,850
REGION I,ILOCOS SUR,SIGAY,LONE,COUNCILOR,"PUCNID, ELPIDIO",BILEG,846
REGION I,ILOCOS SUR,SIGAY,LONE,COUNCILOR,"GARNACE, ROMMEL",BILEG,734
REGION I,ILOCOS SUR,SINAIT,LONE,COUNCILOR,"BARCELONA, JESPHER",BILEG,13144
REGION I,ILOCOS SUR,SINAIT,LONE,COUNCILOR,"GUZMAN, KING DAVE",BILEG,11216
REGION I,ILOCOS SUR,SINAIT,LONE,COUNCILOR,"DAYOAN, ROMEL",BILEG,11165
REGION I,ILOCOS SUR,SINAIT,LONE,COUNCILOR,"INES, JOSELITO",BILEG,10382
REGION I,ILOCOS SUR,SINAIT,LONE,COUNCILOR,"AGDEPPA, JACO RAFAEL",BILEG,9577
REGION I,ILOCOS SUR,SINAIT,LONE,COUNCILOR,"YERE-BATTAD, EHLAFE",BILEG,9542
REGION I,ILOCOS SUR,SINAIT,LONE,COUNCILOR,"INES, CLIFFORD",IND,8422
REGION I,ILOCOS SUR,SINAIT,LONE,COUNCILOR,"INES, ROSEMARIE",BILEG,8269
REGION I,ILOCOS SUR,SUGPON,LONE,COUNCILOR,"YUBOS, ALFIE",BILEG,1553
REGION I,ILOCOS SUR,SUGPON,LONE,COUNCILOR,"QUINIO, VIRGILIO",BILEG,1466
REGION I,ILOCOS SUR,SUGPON,LONE,COUNCILOR,"ABELLERA, BONG BONG",IND,1426
REGION I,ILOCOS SUR,SUGPON,LONE,COUNCILOR,"BAGAYAO, JERRY",PFP,1288
REGION I,ILOCOS SUR,SUGPON,LONE,COUNCILOR,"KITAYAN, ROMAN",BILEG,1230
REGION I,ILOCOS SUR,SUGPON,LONE,COUNCILOR,"UNGRIA, ROMEO",BILEG,1157
REGION I,ILOCOS SUR,SUGPON,LONE,COUNCILOR,"APOLOG, CALOY",IND,1104
REGION I,ILOCOS SUR,SUGPON,LONE,COUNCILOR,"BAGUIOEN, NATAN",BILEG,1095
REGION I,ILOCOS SUR,SUYO,LONE,COUNCILOR,"LABADOR, MAYLANE",IND,4325
REGION I,ILOCOS SUR,SUYO,LONE,COUNCILOR,"BISTOYONG, PHILIP",BILEG,3913
REGION I,ILOCOS SUR,SUYO,LONE,COUNCILOR,"ARCANO, ROMUS",IND,3557
REGION I,ILOCOS SUR,SUYO,LONE,COUNCILOR,"ARCINAS, NESTOR",BILEG,3401
REGION I,ILOCOS SUR,SUYO,LONE,COUNCILOR,"TIPALLO, NAPOLEON",BILEG,3343
REGION I,ILOCOS SUR,SUYO,LONE,COUNCILOR,"AGLIBOT, ORLANDO",BILEG,3246
REGION I,ILOCOS SUR,SUYO,LONE,COUNCILOR,"ORPILLA, REGINALD",BILEG,3027
REGION I,ILOCOS SUR,SUYO,LONE,COUNCILOR,"ALMAZAN, THOMAS",BILEG,2887
REGION I,ILOCOS SUR,TAGUDIN,LONE,COUNCILOR,"ANDAYA, GLADYS",IND,14917
REGION I,ILOCOS SUR,TAGUDIN,LONE,COUNCILOR,"PAGADUAN, FATIMA",IND,13167
REGION I,ILOCOS SUR,TAGUDIN,LONE,COUNCILOR,"BAYUGA, OFRING",PFP,12100
REGION I,ILOCOS SUR,TAGUDIN,LONE,COUNCILOR,"LAZO, GILBERT",IND,11593
REGION I,ILOCOS SUR,TAGUDIN,LONE,COUNCILOR,"BUNOAN, MANUEL PEDRO",PFP,10762
REGION I,ILOCOS SUR,TAGUDIN,LONE,COUNCILOR,"VILLANUEVA, CORAZON",PFP,10689
REGION I,ILOCOS SUR,TAGUDIN,LONE,COUNCILOR,"VILLANUEVA, MA. THERESA",IND,10337
REGION I,ILOCOS SUR,TAGUDIN,LONE,COUNCILOR,"MINA, PERCIVAL PJ JR",IND,10288
REGION I,ILOCOS SUR,VIGAN,LONE,COUNCILOR,"AGDAMAG-LIM, KISSES",BILEG,17967
REGION I,ILOCOS SUR,VIGAN,LONE,COUNCILOR,"ORIO, JOY BENETTE",IND,16949
REGION I,ILOCOS SUR,VIGAN,LONE,COUNCILOR,"SINGSON, BOBIT",BILEG,15400
REGION I,ILOCOS SUR,VIGAN,LONE,COUNCILOR,"RABOY, LARRY",BILEG,14302
REGION I,ILOCOS SUR,VIGAN,LONE,COUNCILOR,"ANDIA, JAY",BILEG,13925
REGION I,ILOCOS SUR,VIGAN,LONE,COUNCILOR,"BAQUIRAN, KAREN",BILEG,13451
REGION I,ILOCOS SUR,VIGAN,LONE,COUNCILOR,"ARCE, RAMIL",IND,12528
REGION I,ILOCOS SUR,VIGAN,LONE,COUNCILOR,"PAJARO, NESTOR",BILEG,12056
REGION VI,ILOILO,AJUY,LONE,COUNCILOR,"TUPAS, NONOY MARK",PFP,14923
REGION VI,ILOILO,AJUY,LONE,COUNCILOR,"CELIS, TOMMY",LAKAS,14819
REGION VI,ILOILO,AJUY,LONE,COUNCILOR,"VILLARUZ, BOK ROBERT",PMP,14158
REGION VI,ILOILO,AJUY,LONE,COUNCILOR,"ROJAS, NOYNOY III",PFP,13270
REGION VI,ILOILO,AJUY,LONE,COUNCILOR,"DIESTO, GENESIS SB GEN",PMP,13100
REGION VI,ILOILO,AJUY,LONE,COUNCILOR,"ZERRUDO, NENE HEARTY",PFP,12839
REGION VI,ILOILO,AJUY,LONE,COUNCILOR,"ROJAS, BEN",LAKAS,12742
REGION VI,ILOILO,AJUY,LONE,COUNCILOR,"ESPINOSA, RAMBOY",PFP,12621
REGION VI,ILOILO,ALIMODIAN,LONE,COUNCILOR,"ALMACEN, DON-DON",NP,12316
REGION VI,ILOILO,ALIMODIAN,LONE,COUNCILOR,"ALTUBAR, BING-BING",LAKAS,11351
REGION VI,ILOILO,ALIMODIAN,LONE,COUNCILOR,"TAGABI, BRAD NELSON",NP,10682
REGION VI,ILOILO,ALIMODIAN,LONE,COUNCILOR,"ALTO-AQUIDADO, MARILYN",PFP,10447
REGION VI,ILOILO,ALIMODIAN,LONE,COUNCILOR,"CABATBAT, MAM NORALYN",NP,10300
REGION VI,ILOILO,ALIMODIAN,LONE,COUNCILOR,"CABLAS, JAKE",PFP,9621
REGION VI,ILOILO,ALIMODIAN,LONE,COUNCILOR,"ALMENDRAL, DEN-DEN",PFP,9251
REGION VI,ILOILO,ALIMODIAN,LONE,COUNCILOR,"CABANGAL, RC",LAKAS,8748
REGION VI,ILOILO,ANILAO,LONE,COUNCILOR,"BUYCO, MARINA",NP,11680
REGION VI,ILOILO,ANILAO,LONE,COUNCILOR,"JORQUE, EDDIE BOY",NP,11659
REGION VI,ILOILO,ANILAO,LONE,COUNCILOR,"ARANDILLA, CDOY",NP,11288
REGION VI,ILOILO,ANILAO,LONE,COUNCILOR,"BUYCO, TING TING",NP,11250
REGION VI,ILOILO,ANILAO,LONE,COUNCILOR,"ARAÑO, TOTO ALEX",NP,10795
REGION VI,ILOILO,ANILAO,LONE,COUNCILOR,"MANA-AY, TOTO MATT",NP,10038
REGION VI,ILOILO,ANILAO,LONE,COUNCILOR,"LAMPREA, ALGER",NP,9966
REGION VI,ILOILO,ANILAO,LONE,COUNCILOR,"GLIMERO, REGINA",NP,9929
REGION VI,ILOILO,BADIANGAN,LONE,COUNCILOR,"ABOGADA, APANG",NP,9077
REGION VI,ILOILO,BADIANGAN,LONE,COUNCILOR,"VILLA, PALONG",PFP,7933
REGION VI,ILOILO,BADIANGAN,LONE,COUNCILOR,"ABORDAJE, ANIEN",PFP,7771
REGION VI,ILOILO,BADIANGAN,LONE,COUNCILOR,"LEAL, JOSE ELVI",PFP,7015
REGION VI,ILOILO,BADIANGAN,LONE,COUNCILOR,"GAJE, WEWIN",PFP,6911
REGION VI,ILOILO,BADIANGAN,LONE,COUNCILOR,"MAMON, IAN KIM",PFP,6545
REGION VI,ILOILO,BADIANGAN,LONE,COUNCILOR,"HUPANDA, MAYO",IND,6355
REGION VI,ILOILO,BADIANGAN,LONE,COUNCILOR,"CUTANDA-LARIOS, ATTY TIN",IND,5958
REGION VI,ILOILO,BALASAN,LONE,COUNCILOR,"GANZON, BEBE",NPC,11669
REGION VI,ILOILO,BALASAN,LONE,COUNCILOR,"OBLIGAR, PAENG",LAKAS,11266
REGION VI,ILOILO,BALASAN,LONE,COUNCILOR,"ALARCON, REX",LAKAS,11054
REGION VI,ILOILO,BALASAN,LONE,COUNCILOR,"BEDRO, MAOY",LAKAS,10824
REGION VI,ILOILO,BALASAN,LONE,COUNCILOR,"AGRASADA, FARRIDAH DANG",LAKAS,10780
REGION VI,ILOILO,BALASAN,LONE,COUNCILOR,"BALBERONA, ATTY MALOY",LAKAS,9283
REGION VI,ILOILO,BALASAN,LONE,COUNCILOR,"PASTRANA, TONY",IND,9192
REGION VI,ILOILO,BALASAN,LONE,COUNCILOR,"BORBON-DEQUILLA, EDEN",LAKAS,9180
REGION VI,ILOILO,BANATE,LONE,COUNCILOR,"BACOS, VIC-VIC",NP,11529
REGION VI,ILOILO,BANATE,LONE,COUNCILOR,"ACEJO, MARY ANN",NP,10249
REGION VI,ILOILO,BANATE,LONE,COUNCILOR,"PALEC, JAN-JAN",NP,10073
REGION VI,ILOILO,BANATE,LONE,COUNCILOR,"CABORUBIAS, INDAY DOT",NP,9003
REGION VI,ILOILO,BANATE,LONE,COUNCILOR,"SARASA, JOEY",NPC,8366
REGION VI,ILOILO,BANATE,LONE,COUNCILOR,"BUSTAMANTE, VINCENT",NP,8317
REGION VI,ILOILO,BANATE,LONE,COUNCILOR,"BALLEGO, JOJO",NPC,8157
REGION VI,ILOILO,BANATE,LONE,COUNCILOR,"VILLARUEL, RYAN",NP,7543
REGION VI,ILOILO,BAROTAC NUEVO,LONE,COUNCILOR,"DEMAISIP, GEORGE",NP,20792
REGION VI,ILOILO,BAROTAC NUEVO,LONE,COUNCILOR,"PILADOR, JOSE REX",NP,19863
REGION VI,ILOILO,BAROTAC NUEVO,LONE,COUNCILOR,"SIAOTONG, MIKE",NP,19165
REGION VI,ILOILO,BAROTAC NUEVO,LONE,COUNCILOR,"OSO, RAPH JOHN",NP,19106
REGION VI,ILOILO,BAROTAC NUEVO,LONE,COUNCILOR,"BEARNOD, KATSUPOY",NP,18046
REGION VI,ILOILO,BAROTAC NUEVO,LONE,COUNCILOR,"BRILLANTES, ERNESTO JR",NP,17769
REGION VI,ILOILO,BAROTAC NUEVO,LONE,COUNCILOR,"SAZON, JESSIE",NP,17540
REGION VI,ILOILO,BAROTAC NUEVO,LONE,COUNCILOR,"BELGIRA, ATTY RHOAN",NP,16966
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"ENGADA, LETLET",LAKAS,15260
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"BARRETTO, NONOY FERMIN",LAKAS,14170
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"ENGADA, ABELARDO JR",IND,12761
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"LUMAMPAO, KAP KADOY",IND,12517
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"JARANILLA, DOM-DOM",LAKAS,12418
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"ANGELES, PANGGING",LAKAS,9743
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"ESPADA, ENGR. JOSEPH",LAKAS,8950
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"LEGASTE, NONOY EUGENE",LAKAS,8897
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"PACARDO, SIR TAWI",PFP,7420
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"AMANTILLO, BOY",LAKAS,6881
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"AGRAMON, JOEL",LAKAS,6597
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"BALETE, SHIAN JANZ",PFP,6219
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"ARCOSA, CRESENCIO",LAKAS,5849
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"PACARDO, TATA THAHAR",NPC,5524
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"MANAGAYTAY, ELMO",PFP,5509
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"AGRAMON, TOTONG BASIL",PFP,5427
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"CASTROVERDE, TOTO RAM-RAM",LP,4801
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"PLAGA, NOY",IND,4289
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"PENDIODAY, LUCIA",PFP,4276
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"SIMORA, LEOVY",PFP,4056
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"FALDAS, LONYLON",LAKAS,3976
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"CELESTE, JOFE",NP,3849
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"CACHITE, MENING",PFP,3814
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"JAVELLANA, INDAY WEN",PFP,3621
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"LAMPARERO, ATTY JOM",PFP,16896
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"NANDIN, LYN-LYN",PFP,16255
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"TUARES, EDDIE",IND,15641
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"BORBON, MANAY JEBEE",PFP,14693
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"NOLASCO, ZALDY",PFP,13653
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"CABALLERO-LUJAN, NOEMI",NP,13455
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"TOBIAS, MA'AM FE",PFP,12908
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"PARCON, CHIEF",PFP,12318
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"CENTINA, TOTO RUEL",PFP,19238
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"GUSTILO, TOTO ANDREW",PFP,15864
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"CENTENA, CHARLES ALEX",PFP,15857
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"FERNANDEZ, BONGBONG",IND,14767
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"MAGPANTAY, RENATO",PFP,14278
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"HURTADA, MAYJAN PAUL",PFP,14241
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"MANEJABLE, TO RAYNI",PFP,13202
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"LAO, PAOPAO",IND,13071
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"TUPAS, MERLE",PFP,20567
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"IBAÑEZ, REGIE ANN",PMP,20081
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"MIANE, BOK",PFP,19379
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"ELVAS, MARTINO",LAKAS,19181
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"VILLANUEVA, MIKMIK",LAKAS,18325
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"LOPEZ, KID-OL",LAKAS,16836
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"ABENIR, TATA",LAKAS,15974
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"BETITA, RAUL",PMP,14859
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"SALCEDO, TOTO SJ",LAKAS,14788
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"MANDERICO, EXSUR",LAKAS,12591
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"VILLARIAS, NONNY",IND,11925
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"GABO, AMY",IND,11618
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"VILLARUZ, MARK",PFP,11571
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"BALIDA, RDB",LAKAS,11160
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"GARILVA, BABY JUNBEE",PFP,10784
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"ORPEZA, TINTIN",PFP,10598
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"BUGNA, EDUARDO",IND,12614
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"CAHUYA, RONALD",NP,10336
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"PASQUIN, MIA MARIE",NP,9918
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"ALECTO, JESSIE",NP,9258
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"DAJAY-ORTIZO, WENCA",IND,9174
